User_ID,Model_Used,Likes,Dislikes,Donations ($),Time_Spent (min),Conversion_Rate (%),Recommendation_Accuracy (%),Engagement_(min/session),user_age,user_cuisine,sex
794,2,10,7,0.0,169,0.0,68.6,28.17,40,Mexican,Female
795,0,13,1,3.44,112,7.82,65.29,16.0,80,Indian,Male
796,2,6,1,0.0,94,0.0,72.78,15.67,87,Italian,Male
797,2,6,1,3.27,136,11.65,82.79,13.6,85,French,Male
798,2,17,10,0.0,167,0.0,62.99,27.83,100,Thai,Female
799,0,19,6,0.0,95,0.0,71.83,7.31,90,American,Female
800,0,17,2,0.0,149,0.0,81.61,12.42,79,Japanese,Female
801,1,5,7,0.0,94,0.0,66.93,9.4,34,French,Female
802,2,10,8,0.0,83,0.0,71.94,7.55,99,Chinese,Female
803,2,12,2,3.89,87,7.78,71.2,7.25,34,Italian,Female
804,2,17,7,15.76,156,5.25,79.88,12.0,11,Mexican,Female
805,1,16,4,5.47,125,9.44,62.34,9.62,71,Mexican,Female
806,2,18,4,16.79,82,6.66,65.56,13.67,33,Spanish,Female
807,0,13,4,0.0,121,0.0,84.72,13.44,60,Italian,Male
808,0,19,2,0.0,119,0.0,83.74,11.9,89,Chinese,Male
809,2,6,10,0.0,112,0.0,69.0,8.62,83,French,Female
810,2,12,8,4.37,136,8.08,72.19,15.11,15,Chinese,Male
811,2,12,8,0.0,64,0.0,62.14,4.92,19,Indian,Male
812,2,11,4,10.64,168,9.58,87.82,28.0,25,Thai,Male
813,2,7,2,0.0,134,0.0,69.89,11.17,74,Thai,Male
814,0,16,8,0.0,69,0.0,63.87,6.27,61,Thai,Male
815,1,20,6,0.0,93,0.0,76.19,10.33,39,Chinese,Male
816,0,6,8,16.77,150,13.81,66.98,30.0,76,Japanese,Male
817,1,14,7,4.26,84,6.71,86.77,7.0,66,Italian,Male
818,0,6,2,0.0,85,0.0,80.59,12.14,41,Greek,Male
819,2,17,2,0.0,171,0.0,67.42,21.38,39,Indian,Female
820,0,5,5,0.0,141,0.0,70.37,12.82,98,Spanish,Female
821,2,8,4,0.47,168,6.61,66.95,24.0,66,Greek,Male
822,0,19,6,0.0,124,0.0,66.28,10.33,91,Chinese,Female
823,0,14,8,9.46,134,10.21,83.26,8.93,62,Thai,Male
824,2,10,2,17.72,160,13.72,70.47,14.55,46,American,Male
825,0,7,2,0.0,87,0.0,83.88,7.91,87,Mexican,Male
826,0,17,5,0.0,120,0.0,72.55,10.0,26,French,Female
827,0,20,5,6.81,82,13.89,64.53,9.11,95,Spanish,Male
828,1,18,6,0.0,125,0.0,88.2,11.36,83,Thai,Male
829,2,12,2,0.0,171,0.0,89.54,34.2,44,Indian,Female
830,1,17,9,15.67,175,14.96,64.16,19.44,57,Japanese,Female
831,1,6,8,0.0,77,0.0,79.27,12.83,65,Chinese,Female
832,1,11,4,0.0,65,0.0,73.66,13.0,82,Italian,Male
833,2,14,8,0.0,149,0.0,82.2,29.8,58,American,Female
834,1,12,3,0.0,131,0.0,68.83,10.92,58,Mexican,Female
835,2,5,3,5.24,139,10.32,72.35,9.93,33,American,Female
836,1,5,5,0.0,71,0.0,76.15,4.73,12,American,Male
837,1,19,10,0.0,169,0.0,77.37,12.07,67,Chinese,Male
838,0,11,9,0.0,72,0.0,79.8,10.29,70,Thai,Female
839,2,14,4,0.0,146,0.0,86.55,11.23,52,Italian,Male
840,2,9,10,0.0,63,0.0,75.87,9.0,87,French,Female
841,2,13,3,0.0,158,0.0,77.28,15.8,44,American,Male
842,1,9,7,0.0,123,0.0,78.6,24.6,7,Japanese,Female
843,1,9,8,0.0,68,0.0,79.94,6.18,18,Indian,Male
844,0,20,8,0.42,169,8.06,67.25,16.9,62,Thai,Female
845,1,5,3,0.0,120,0.0,87.95,10.0,1,American,Female
846,2,20,1,0.0,64,0.0,65.92,4.27,41,Mexican,Male
847,2,12,4,0.0,155,0.0,71.4,19.38,67,Mexican,Male
848,0,5,4,12.26,140,10.03,80.2,14.0,23,American,Female
849,2,17,4,0.0,95,0.0,64.34,9.5,55,Chinese,Male
850,1,9,1,0.0,110,0.0,68.97,7.33,22,Indian,Female
851,0,8,4,0.0,106,0.0,86.18,11.78,14,Italian,Male
852,0,8,7,5.17,105,5.51,83.65,8.75,99,Thai,Female
853,0,9,5,14.95,88,12.25,68.69,17.6,29,Spanish,Female
854,2,11,7,10.16,123,14.82,68.97,13.67,54,Chinese,Female
855,1,14,10,0.0,134,0.0,75.85,8.93,27,Japanese,Male
856,2,16,7,0.0,112,0.0,72.91,9.33,75,Thai,Female
857,0,16,6,0.0,110,0.0,63.77,7.86,90,Indian,Male
858,0,7,10,0.0,160,0.0,83.45,14.55,52,Greek,Female
859,0,20,2,0.0,151,0.0,76.74,30.2,7,Italian,Male
860,1,18,9,4.08,123,6.14,74.89,20.5,34,Chinese,Female
861,0,20,9,0.0,179,0.0,89.71,16.27,84,Italian,Male
862,2,14,2,8.6,90,14.28,80.4,10.0,79,American,Female
863,1,16,6,0.0,94,0.0,78.73,6.27,99,American,Female
864,0,5,8,7.43,121,12.35,82.02,17.29,95,Spanish,Male
865,0,10,6,0.0,161,0.0,71.13,12.38,59,Indian,Male
866,1,18,10,0.0,165,0.0,63.43,11.79,69,Thai,Male
867,2,13,4,0.0,123,0.0,83.78,12.3,90,Greek,Male
868,2,13,5,0.0,97,0.0,68.74,16.17,92,Japanese,Male
869,2,15,7,0.0,164,0.0,88.18,14.91,3,Chinese,Female
870,0,16,2,0.0,171,0.0,68.0,34.2,32,Indian,Female
871,2,13,4,0.0,180,0.0,83.4,30.0,53,Thai,Male
872,0,14,8,0.0,105,0.0,71.32,7.5,39,Chinese,Male
873,2,5,9,0.0,154,0.0,60.24,14.0,77,Japanese,Male
874,2,8,7,19.75,88,9.8,77.56,9.78,57,Italian,Male
875,0,19,4,7.74,118,5.04,73.1,19.67,63,Spanish,Male
876,2,7,1,0.0,84,0.0,83.05,9.33,36,Greek,Male
877,2,16,5,0.0,109,0.0,88.57,18.17,60,French,Female
878,2,16,2,0.0,121,0.0,80.93,15.12,47,Chinese,Male
879,0,7,1,0.0,116,0.0,76.81,7.73,54,Italian,Male
880,2,19,3,10.65,91,9.87,71.64,11.38,14,Mexican,Female
881,0,13,4,0.0,66,0.0,81.15,11.0,32,Thai,Female
882,2,17,8,12.89,123,13.41,84.05,9.46,46,Thai,Male
883,1,5,8,0.0,143,0.0,64.95,15.89,31,Greek,Female
884,1,11,2,0.0,65,0.0,73.38,4.64,82,Italian,Female
885,2,6,4,0.0,106,0.0,69.17,11.78,35,Japanese,Female
886,2,8,10,2.29,61,7.51,89.54,6.1,71,Greek,Male
887,0,10,5,0.0,111,0.0,86.26,22.2,83,Greek,Male
888,2,14,2,0.0,74,0.0,75.67,8.22,60,American,Female
889,0,5,5,0.0,143,0.0,62.04,28.6,79,Indian,Male
890,1,17,2,0.0,165,0.0,87.26,12.69,37,Japanese,Male
891,1,14,4,0.88,64,8.37,87.88,7.11,72,Japanese,Male
892,2,8,2,0.0,170,0.0,61.89,15.45,45,Mexican,Male
893,1,10,10,0.0,60,0.0,83.29,6.0,60,Japanese,Female
894,1,6,1,0.0,147,0.0,63.51,16.33,39,Indian,Male
895,2,12,1,0.0,110,0.0,77.66,7.86,88,Greek,Female
896,1,7,4,0.0,124,0.0,75.0,8.86,8,French,Male
897,0,16,4,0.0,150,0.0,68.91,10.0,83,French,Female
898,1,6,10,0.0,124,0.0,82.02,10.33,34,Spanish,Male
899,2,11,8,0.0,108,0.0,72.54,12.0,29,Italian,Female
900,0,17,1,0.0,143,0.0,60.09,11.92,65,Thai,Female
901,0,19,10,8.17,93,12.27,61.08,8.45,52,French,Male
902,0,5,5,0.0,82,0.0,64.83,6.83,95,Spanish,Female
903,2,20,10,0.0,63,0.0,84.55,12.6,70,Spanish,Male
904,2,7,8,0.0,145,0.0,80.35,11.15,71,Spanish,Male
905,2,17,9,0.0,120,0.0,61.5,8.57,83,Italian,Male
906,1,18,9,8.5,172,9.78,60.39,11.47,29,Italian,Female
907,0,19,5,0.0,78,0.0,86.93,8.67,77,Indian,Female
908,1,16,6,0.0,95,0.0,82.81,11.88,70,Chinese,Male
909,1,18,5,1.72,135,5.35,79.66,10.38,3,American,Female
910,0,19,2,8.29,142,6.5,69.97,17.75,60,Mexican,Male
911,1,18,6,0.0,180,0.0,74.55,13.85,15,Indian,Female
912,0,10,1,1.31,93,11.27,83.37,7.15,100,French,Male
913,1,15,2,0.0,125,0.0,75.24,12.5,73,Greek,Female
914,1,19,10,0.0,82,0.0,65.05,11.71,21,Mexican,Female
915,2,5,1,0.0,98,0.0,61.69,9.8,82,Mexican,Male
916,2,17,1,0.0,62,0.0,67.7,12.4,89,Greek,Female
917,2,12,6,15.95,90,12.76,61.73,8.18,79,Indian,Male
918,1,6,2,0.0,76,0.0,64.46,12.67,40,Mexican,Male
919,2,20,9,0.0,142,0.0,77.38,10.14,61,Thai,Female
920,2,15,10,0.0,111,0.0,65.03,15.86,2,Mexican,Female
921,2,6,4,5.35,141,5.67,78.46,11.75,45,Indian,Male
922,0,10,1,0.0,118,0.0,60.45,7.87,37,Spanish,Male
923,1,9,9,0.0,88,0.0,77.56,7.33,64,Indian,Female
924,0,15,3,16.11,172,7.56,62.5,28.67,8,Indian,Male
925,1,5,9,0.0,96,0.0,75.25,9.6,70,Greek,Male
926,1,7,6,10.51,160,6.5,66.34,17.78,19,French,Male
927,1,10,9,0.0,116,0.0,63.09,8.29,89,Italian,Male
928,2,19,9,0.0,75,0.0,79.82,12.5,57,Italian,Male
929,0,17,6,0.0,106,0.0,66.63,13.25,50,Chinese,Male
930,2,9,5,12.31,173,6.59,85.92,17.3,68,Mexican,Female
931,2,18,5,0.0,104,0.0,71.59,17.33,93,Mexican,Male
932,2,12,9,0.0,148,0.0,64.1,13.45,66,Mexican,Male
933,0,8,5,0.0,101,0.0,63.11,10.1,67,Greek,Male
934,2,12,1,0.74,174,8.35,77.23,24.86,88,Spanish,Male
935,2,6,6,0.0,69,0.0,87.08,8.62,2,Indian,Female
936,2,14,9,16.84,157,6.86,81.1,12.08,74,French,Female
937,2,11,4,11.61,133,6.34,63.26,12.09,45,Thai,Female
938,2,10,8,0.0,81,0.0,85.24,13.5,77,Mexican,Male
939,0,8,10,1.06,139,10.37,88.01,9.93,79,Japanese,Female
940,0,11,6,0.0,65,0.0,63.48,7.22,47,Italian,Male
941,1,19,4,0.0,101,0.0,68.9,6.73,18,Japanese,Male
942,2,7,1,0.0,138,0.0,88.72,10.62,81,American,Male
943,2,15,7,0.0,138,0.0,68.11,17.25,26,Mexican,Male
944,1,9,1,0.0,176,0.0,83.76,13.54,12,Thai,Male
945,2,10,4,0.0,167,0.0,82.86,20.88,25,Spanish,Female
946,0,8,8,0.0,157,0.0,62.59,14.27,64,Greek,Female
947,0,6,3,0.0,165,0.0,87.88,16.5,15,American,Female
948,2,10,7,0.0,112,0.0,65.86,7.47,18,French,Male
949,0,5,3,0.0,137,0.0,82.37,27.4,60,Indian,Male
950,1,18,10,0.0,135,0.0,80.91,15.0,72,Greek,Male
951,1,20,9,11.56,170,10.42,71.81,17.0,40,Thai,Female
952,2,20,7,0.0,74,0.0,83.72,8.22,98,Italian,Male
953,2,15,3,8.44,106,11.05,72.19,15.14,54,Italian,Female
954,1,5,6,0.0,140,0.0,66.23,10.0,81,Japanese,Male
955,0,6,9,0.0,61,0.0,89.68,5.08,64,Greek,Female
956,0,19,6,0.0,146,0.0,68.41,18.25,33,Italian,Male
957,1,12,3,0.0,87,0.0,65.82,17.4,48,Italian,Female
958,0,16,1,3.21,62,11.17,85.43,5.64,23,Italian,Female
959,1,12,4,0.0,110,0.0,70.7,22.0,75,Indian,Female
960,0,7,3,0.0,135,0.0,80.65,9.64,41,Mexican,Male
961,2,19,8,0.0,84,0.0,75.58,7.0,8,Indian,Male
962,0,12,8,0.0,113,0.0,89.01,8.69,49,Italian,Female
963,0,18,5,7.35,165,13.46,83.47,11.79,41,Japanese,Male
964,0,17,10,0.0,139,0.0,74.93,9.93,48,Spanish,Female
965,0,14,5,0.0,76,0.0,60.54,5.43,23,Thai,Male
966,0,11,9,0.0,175,0.0,71.75,17.5,29,Spanish,Male
967,0,6,7,0.0,98,0.0,84.88,12.25,17,French,Male
968,0,19,8,0.0,113,0.0,66.23,11.3,78,Japanese,Female
969,1,17,9,0.0,179,0.0,70.31,17.9,59,French,Male
970,2,17,10,0.0,174,0.0,78.03,13.38,40,American,Male
971,0,18,3,0.0,151,0.0,71.36,12.58,5,Spanish,Female
972,0,15,4,0.0,72,0.0,81.81,5.54,28,Chinese,Male
973,0,8,2,0.0,121,0.0,62.41,9.31,20,Thai,Female
974,2,10,5,19.87,88,12.09,67.54,11.0,49,Indian,Female
975,1,18,6,0.0,133,0.0,88.61,11.08,33,Indian,Male
976,2,18,2,16.36,70,5.09,63.65,5.0,60,Chinese,Female
977,2,5,7,1.24,133,14.18,65.75,19.0,98,Indian,Male
978,0,14,2,0.0,61,0.0,79.62,8.71,95,Indian,Female
979,0,10,6,0.0,173,0.0,60.12,28.83,15,Chinese,Female
980,2,8,1,0.0,109,0.0,89.15,9.91,4,Greek,Female
981,1,9,6,0.0,60,0.0,69.45,4.29,30,American,Male
982,0,8,1,16.3,129,5.07,72.13,21.5,7,Indian,Female
983,1,17,3,0.0,88,0.0,78.43,6.77,56,Mexican,Female
984,0,18,7,5.48,150,7.79,84.26,16.67,10,Spanish,Female
985,2,8,1,0.0,124,0.0,77.92,20.67,51,Mexican,Male
986,2,9,4,15.83,84,13.67,64.68,14.0,6,Mexican,Male
987,2,14,1,0.0,150,0.0,81.51,13.64,18,Indian,Male
988,1,15,3,18.75,95,10.72,64.42,9.5,14,Japanese,Male
989,0,16,3,0.0,120,0.0,86.39,9.23,34,Mexican,Male
990,1,6,7,5.41,108,11.27,72.09,7.71,75,Chinese,Male
991,0,19,1,17.68,105,14.39,86.29,8.08,62,Greek,Female
992,2,18,1,0.0,84,0.0,61.1,12.0,66,Mexican,Male
993,1,20,6,0.0,95,0.0,66.93,6.33,48,American,Female
994,2,6,4,0.0,117,0.0,76.47,9.75,51,American,Male
995,1,10,9,8.98,152,10.49,89.26,10.86,28,Thai,Male
996,1,9,4,0.0,90,0.0,79.24,6.43,67,Spanish,Male
997,1,20,9,5.03,62,8.51,86.55,6.2,2,Indian,Male
998,2,5,3,0.0,148,0.0,70.34,11.38,92,Thai,Male
999,2,19,3,0.0,180,0.0,89.23,13.85,62,Indian,Male
1000,0,13,4,2.41,89,10.17,62.4,8.9,61,Thai,Female
